GAME_ID,GAME_DATE,HOME_TEAM_ABBREV,AWAY_TEAM_ABBREV,SEASON_TYPE,event_ticker,title,sub_title,status
0022500232,2025-11-15,MIN,DEN,Regular Season,KXNBAGAME-25NOV15DENMIN,Denver vs Minnesota,DEN at MIN (Nov 15),
0022500233,2025-11-16,BOS,LAC,Regular Season,KXNBAGAME-25NOV16LACBOS,Los Angeles C vs Boston,LAC at BOS (Nov 16),
0022500234,2025-11-16,SAS,SAC,Regular Season,KXNBAGAME-25NOV16SACSAS,Sacramento vs San Antonio,SAC at SAS (Nov 16),
0022500235,2025-11-16,WAS,BKN,Regular Season,KXNBAGAME-25NOV16BKNWAS,Brooklyn vs Washington,BKN at WAS (Nov 16),
0022500236,2025-11-16,HOU,ORL,Regular Season,KXNBAGAME-25NOV16ORLHOU,Orlando vs Houston,ORL at HOU (Nov 16),
0022500237,2025-11-16,NOP,GSW,Regular Season,KXNBAGAME-25NOV16GSWNOP,Golden State vs New Orleans,GSW at NOP (Nov 16),
0022500238,2025-11-16,DAL,POR,Regular Season,KXNBAGAME-25NOV16PORDAL,Portland vs Dallas,POR at DAL (Nov 16),
0022500239,2025-11-16,PHX,ATL,Regular Season,KXNBAGAME-25NOV16ATLPHX,Atlanta vs Phoenix,ATL at PHX (Nov 16),
0022500240,2025-11-16,UTA,CHI,Regular Season,KXNBAGAME-25NOV16CHIUTA,Chicago vs Utah,CHI at UTA (Nov 16),
0022500241,2025-11-17,CLE,MIL,Regular Season,KXNBAGAME-25NOV17MILCLE,Milwaukee vs Cleveland,MIL at CLE (Nov 17),
0022500242,2025-11-17,DET,IND,Regular Season,KXNBAGAME-25NOV17INDDET,Indiana vs Detroit,IND at DET (Nov 17),
0022500243,2025-11-17,PHI,LAC,Regular Season,KXNBAGAME-25NOV17LACPHI,Los Angeles C vs Philadelphia,LAC at PHI (Nov 17),
0022500244,2025-11-17,MIA,NYK,Regular Season,KXNBAGAME-25NOV17NYKMIA,New York K vs Miami,NYK at MIA (Nov 17),
0022500245,2025-11-17,TOR,CHA,Regular Season,KXNBAGAME-25NOV17CHATOR,Charlotte vs Toronto,CHA at TOR (Nov 17),
0022500246,2025-11-17,MIN,DAL,Regular Season,KXNBAGAME-25NOV17DALMIN,Dallas vs Minnesota,DAL at MIN (Nov 17),
0022500247,2025-11-17,NOP,OKC,Regular Season,KXNBAGAME-25NOV17OKCNOP,Oklahoma City vs New Orleans,OKC at NOP (Nov 17),
0022500248,2025-11-17,DEN,CHI,Regular Season,KXNBAGAME-25NOV17CHIDEN,Chicago vs Denver,CHI at DEN (Nov 17),
0022500249,2025-11-18,ORL,GSW,Regular Season,KXNBAGAME-25NOV18GSWORL,Golden State vs Orlando,GSW at ORL (Nov 18),
0022500250,2025-11-18,BKN,BOS,Regular Season,KXNBAGAME-25NOV18BOSBKN,Boston vs Brooklyn,BOS at BKN (Nov 18),
0022500251,2025-11-18,ATL,DET,Regular Season,KXNBAGAME-25NOV18DETATL,Detroit vs Atlanta,DET at ATL (Nov 18),
0022500252,2025-11-18,SAS,MEM,Regular Season,KXNBAGAME-25NOV18MEMSAS,Memphis vs San Antonio,MEM at SAS (Nov 18),
0022500253,2025-11-18,LAL,UTA,Regular Season,KXNBAGAME-25NOV18UTALAL,Utah vs Los Angeles L,UTA at LAL (Nov 18),
0022500254,2025-11-18,POR,PHX,Regular Season,KXNBAGAME-25NOV18PHXPOR,Phoenix vs Portland,PHX at POR (Nov 18),
0022500255,2025-11-19,CLE,HOU,Regular Season,KXNBAGAME-25NOV19HOUCLE,Houston vs Cleveland,HOU at CLE (Nov 19),
0022500256,2025-11-19,IND,CHA,Regular Season,KXNBAGAME-25NOV19CHAIND,Charlotte vs Indiana,CHA at IND (Nov 19),
0022500257,2025-11-19,MIA,GSW,Regular Season,KXNBAGAME-25NOV19GSWMIA,Golden State vs Miami,GSW at MIA (Nov 19),
0022500258,2025-11-19,PHI,TOR,Regular Season,KXNBAGAME-25NOV19TORPHI,Toronto vs Philadelphia,TOR at PHI (Nov 19),
0022500259,2025-11-19,MIN,WAS,Regular Season,KXNBAGAME-25NOV19WASMIN,Washington vs Minnesota,WAS at MIN (Nov 19),
0022500260,2025-11-19,NOP,DEN,Regular Season,KXNBAGAME-25NOV19DENNOP,Denver vs New Orleans,DEN at NOP (Nov 19),
0022500261,2025-11-19,OKC,SAC,Regular Season,KXNBAGAME-25NOV19SACOKC,Sacramento vs Oklahoma City,SAC at OKC (Nov 19),
0022500262,2025-11-19,DAL,NYK,Regular Season,KXNBAGAME-25NOV19NYKDAL,New York K vs Dallas,NYK at DAL (Nov 19),
0022500263,2025-11-19,POR,CHI,Regular Season,KXNBAGAME-25NOV19CHIPOR,Chicago vs Portland,CHI at POR (Nov 19),
